"CountyFIPS","County","State","Population"
41061,"Union County","Oregon",26835
41063,"Wallowa County","Oregon",7208
41065,"Wasco County","Oregon",26682
41067,"Washington County","Oregon",601592
41069,"Wheeler County","Oregon",1332
41071,"Yamhill County","Oregon",107100
42000,"Pennsylvania","Pennsylvania",0
42001,"Adams County","Pennsylvania",103009
42003,"Allegheny County","Pennsylvania",1216045
42005,"Armstrong County","Pennsylvania",64735
42007,"Beaver County","Pennsylvania",163929
42009,"Bedford County","Pennsylvania",47888
42011,"Berks County","Pennsylvania",421164
42013,"Blair County","Pennsylvania",121829
42015,"Bradford County","Pennsylvania",60323
42017,"Bucks County","Pennsylvania",628270
42019,"Butler County","Pennsylvania",187853
42021,"Cambria County","Pennsylvania",130192
42023,"Cameron County","Pennsylvania",4447
42025,"Carbon County","Pennsylvania",64182
42027,"Centre County","Pennsylvania",162385
42029,"Chester County","Pennsylvania",524989
42031,"Clarion County","Pennsylvania",38438
42033,"Clearfield County","Pennsylvania",79255
42035,"Clinton County","Pennsylvania",38632
42037,"Columbia County","Pennsylvania",64964
42039,"Crawford County","Pennsylvania",84629
42041,"Cumberland County","Pennsylvania",253370
42043,"Dauphin County","Pennsylvania",278299
42045,"Delaware County","Pennsylvania",566747
42047,"Elk County","Pennsylvania",29910
42049,"Erie County","Pennsylvania",269728
42051,"Fayette County","Pennsylvania",129274
42053,"Forest County","Pennsylvania",7247
42055,"Franklin County","Pennsylvania",155027
42057,"Fulton County","Pennsylvania",14530
42059,"Greene County","Pennsylvania",36233
42061,"Huntingdon County","Pennsylvania",45144
42063,"Indiana County","Pennsylvania",84073
42065,"Jefferson County","Pennsylvania",43425
42067,"Juniata County","Pennsylvania",24763
42069,"Lackawanna County","Pennsylvania",209674
42071,"Lancaster County","Pennsylvania",545724
42073,"Lawrence County","Pennsylvania",85512
42075,"Lebanon County","Pennsylvania",141793
42077,"Lehigh County","Pennsylvania",369318
42079,"Luzerne County","Pennsylvania",317417
42081,"Lycoming County","Pennsylvania",113299
42083,"McKean County","Pennsylvania",40625
42085,"Mercer County","Pennsylvania",109424
42087,"Mifflin County","Pennsylvania",46138
42089,"Monroe County","Pennsylvania",170271
42091,"Montgomery County","Pennsylvania",830915
42093,"Montour County","Pennsylvania",18230
42095,"Northampton County","Pennsylvania",305285
42097,"Northumberland County","Pennsylvania",90843
42099,"Perry County","Pennsylvania",46272
42101,"Philadelphia County","Pennsylvania",1584064
42103,"Pike County","Pennsylvania",55809
42105,"Potter County","Pennsylvania",16526
42107,"Schuylkill County","Pennsylvania",141359
42109,"Snyder County","Pennsylvania",40372
42111,"Somerset County","Pennsylvania",73447
42113,"Sullivan County","Pennsylvania",6066
42115,"Susquehanna County","Pennsylvania",40328
42117,"Tioga County","Pennsylvania",40591
42119,"Union County","Pennsylvania",44923
42121,"Venango County","Pennsylvania",50668
42123,"Warren County","Pennsylvania",39191
42125,"Washington County","Pennsylvania",206865
42127,"Wayne County","Pennsylvania",51361
42129,"Westmoreland County","Pennsylvania",348899
42131,"Wyoming County","Pennsylvania",26794
42133,"York County","Pennsylvania",449058
44000,"Rhode Island","Rhode Island",0
44001,"Bristol County","Rhode Island",48479
44003,"Kent County","Rhode Island",164292
44005,"Newport County","Rhode Island",82082
44007,"Providence County","Rhode Island",638931
44009,"Washington County","Rhode Island",125577
45000,"South Carolina","South Carolina",0
45001,"Abbeville County","South Carolina",24527
45003,"Aiken County","South Carolina",170872
45005,"Allendale County","South Carolina",8688
45007,"Anderson County","South Carolina",202558
45009,"Bamberg County","South Carolina",14066
45011,"Barnwell County","South Carolina",20866
45013,"Beaufort County","South Carolina",192122
45015,"Berkeley County","South Carolina",227907
45017,"Calhoun County","South Carolina",14553
45019,"Charleston County","South Carolina",411406
45021,"Cherokee County","South Carolina",57300
45023,"Chester County","South Carolina",32244
45025,"Chesterfield County","South Carolina",45650
45027,"Clarendon County","South Carolina",33745
45029,"Colleton County","South Carolina",37677
45031,"Darlington County","South Carolina",66618
45033,"Dillon County","South Carolina",30479
45035,"Dorchester County","South Carolina",162809
45037,"Edgefield County","South Carolina",27260
45039,"Fairfield County","South Carolina",22347
45041,"Florence County","South Carolina",138293
45043,"Georgetown County","South Carolina",62680
45045,"Greenville County","South Carolina",523542
45047,"Greenwood County","South Carolina",70811
45049,"Hampton County","South Carolina",19222
45051,"Horry County","South Carolina",354081
45053,"Jasper County","South Carolina",30073
45055,"Kershaw County","South Carolina",66551
45057,"Lancaster County","South Carolina",98012
45059,"Laurens County","South Carolina",67493
45061,"Lee County","South Carolina",16828
45063,"Lexington County","South Carolina",298750
45065,"McCormick County","South Carolina",9463
45067,"Marion County","South Carolina",30657
45069,"Marlboro County","South Carolina",26118
45071,"Newberry County","South Carolina",38440
45073,"Oconee County","South Carolina",79546
45075,"Orangeburg County","South Carolina",86175
45077,"Pickens County","South Carolina",126884
45079,"Richland County","South Carolina",415759
45081,"Saluda County","South Carolina",20473
45083,"Spartanburg County","South Carolina",319785
45085,"Sumter County","South Carolina",106721
45087,"Union County","South Carolina",27316
45089,"Williamsburg County","South Carolina",30368
45091,"York County","South Carolina",280979
46000,"South Dakota","South Dakota",0
46003,"Aurora County","South Dakota",2751
46005,"Beadle County","South Dakota",18453
46007,"Bennett County","South Dakota",3365
46009,"Bon Homme County","South Dakota",6901
46011,"Brookings County","South Dakota",35077
46013,"Brown County","South Dakota",38839
46015,"Brule County","South Dakota",5297
46017,"Buffalo County","South Dakota",1962
46019,"Butte County","South Dakota",10429
46021,"Campbell County","South Dakota",1376
46023,"Charles Mix County","South Dakota",9292
46025,"Clark County","South Dakota",3736
46027,"Clay County","South Dakota",14070
46029,"Codington County","South Dakota",28009
46031,"Corson County","South Dakota",4086
46033,"Custer County","South Dakota",8972
46035,"Davison County","South Dakota",19775
46037,"Day County","South Dakota",5424
46039,"Deuel County","South Dakota",4351
46041,"Dewey County","South Dakota",5892
46043,"Douglas County","South Dakota",2921
46045,"Edmunds County","South Dakota",3829
46047,"Fall River County","South Dakota",6713
46049,"Faulk County","South Dakota",2299
46051,"Grant County","South Dakota",7052
46053,"Gregory County","South Dakota",4185
46055,"Haakon County","South Dakota",1899
46057,"Hamlin County","South Dakota",6164
46059,"Hand County","South Dakota",3191
46061,"Hanson County","South Dakota",3453
46063,"Harding County","South Dakota",1298
46065,"Hughes County","South Dakota",17526
46067,"Hutchinson County","South Dakota",7291
46069,"Hyde County","South Dakota",1301
46071,"Jackson County","South Dakota",3344
46073,"Jerauld County","South Dakota",2013
46075,"Jones County","South Dakota",903
46077,"Kingsbury County","South Dakota",4939
46079,"Lake County","South Dakota",12797
46081,"Lawrence County","South Dakota",25844
46083,"Lincoln County","South Dakota",61128
46085,"Lyman County","South Dakota",3781
46087,"McCook County","South Dakota",5586
46089,"McPherson County","South Dakota",2379
46091,"Marshall County","South Dakota",4935
46093,"Meade County","South Dakota",28332
46095,"Mellette County","South Dakota",2061
46097,"Miner County","South Dakota",2216
46099,"Minnehaha County","South Dakota",193134
46101,"Moody County","South Dakota",6576
46102,"Oglala Lakota County","South Dakota",14177
46103,"Pennington County","South Dakota",113775
46105,"Perkins County","South Dakota",2865
46107,"Potter County","South Dakota",2153
46109,"Roberts County","South Dakota",10394
46111,"Sanborn County","South Dakota",2344
46115,"Spink County","South Dakota",6376
46117,"Stanley County","South Dakota",3098
46119,"Sully County","South Dakota",1391
46121,"Todd County","South Dakota",10177
46123,"Tripp County","South Dakota",5441
46125,"Turner County","South Dakota",8384
46127,"Union County","South Dakota",15932
46129,"Walworth County","South Dakota",5435
46135,"Yankton County","South Dakota",22814
46137,"Ziebach County","South Dakota",2756
47000,"Tennessee","Tennessee",0
47001,"Anderson County","Tennessee",76978
47003,"Bedford County","Tennessee",49713
47005,"Benton County","Tennessee",16160
47007,"Bledsoe County","Tennessee",15064
47009,"Blount County","Tennessee",133088
47011,"Bradley County","Tennessee",108110
47013,"Campbell County","Tennessee",39842
47015,"Cannon County","Tennessee",14678
47017,"Carroll County","Tennessee",27767
47019,"Carter County","Tennessee",56391
47021,"Cheatham County","Tennessee",40667
47023,"Chester County","Tennessee",17297
47025,"Claiborne County","Tennessee",31959
47027,"Clay County","Tennessee",7615
47029,"Cocke County","Tennessee",36004
47031,"Coffee County","Tennessee",56520
47033,"Crockett County","Tennessee",14230
47035,"Cumberland County","Tennessee",60520
47037,"Davidson County","Tennessee",694144
47039,"Decatur County","Tennessee",11663
47041,"DeKalb County","Tennessee",20490
47043,"Dickson County","Tennessee",53948
47045,"Dyer County","Tennessee",37159
47047,"Fayette County","Tennessee",41133
47049,"Fentress County","Tennessee",18523
47051,"Franklin County","Tennessee",42208
47053,"Gibson County","Tennessee",49133
47055,"Giles County","Tennessee",29464
47057,"Grainger County","Tennessee",23320
47059,"Greene County","Tennessee",69069
47061,"Grundy County","Tennessee",13427
47063,"Hamblen County","Tennessee",64934
47065,"Hamilton County","Tennessee",367804
47067,"Hancock County","Tennessee",6620
47069,"Hardeman County","Tennessee",25050
47071,"Hardin County","Tennessee",25652
47073,"Hawkins County","Tennessee",56786
47075,"Haywood County","Tennessee",17304
47077,"Henderson County","Tennessee",28117
47079,"Henry County","Tennessee",32345
47081,"Hickman County","Tennessee",25178
47083,"Houston County","Tennessee",8201
47085,"Humphreys County","Tennessee",18582
47087,"Jackson County","Tennessee",11786
47089,"Jefferson County","Tennessee",54495
47091,"Johnson County","Tennessee",17788
47093,"Knox County","Tennessee",470313
47095,"Lake County","Tennessee",7016
47097,"Lauderdale County","Tennessee",25633
47099,"Lawrence County","Tennessee",44142
47101,"Lewis County","Tennessee",12268
47103,"Lincoln County","Tennessee",34366
47105,"Loudon County","Tennessee",54068
47107,"McMinn County","Tennessee",53794
47109,"McNairy County","Tennessee",25694
47111,"Macon County","Tennessee",24602
47113,"Madison County","Tennessee",97984
47115,"Marion County","Tennessee",28907
47117,"Marshall County","Tennessee",34375
47119,"Maury County","Tennessee",96387
47121,"Meigs County","Tennessee",12422
47123,"Monroe County","Tennessee",46545
47125,"Montgomery County","Tennessee",208993
47127,"Moore County","Tennessee",6488
47129,"Morgan County","Tennessee",21403
47131,"Obion County","Tennessee",30069
47133,"Overton County","Tennessee",22241
47135,"Perry County","Tennessee",8076
47137,"Pickett County","Tennessee",5048
47139,"Polk County","Tennessee",16832
47141,"Putnam County","Tennessee",80245
47143,"Rhea County","Tennessee",33167
47145,"Roane County","Tennessee",53382
47147,"Robertson County","Tennessee",71813
47149,"Rutherford County","Tennessee",332285
47151,"Scott County","Tennessee",22068
47153,"Sequatchie County","Tennessee",15026
47155,"Sevier County","Tennessee",98250
47157,"Shelby County","Tennessee",937166
47159,"Smith County","Tennessee",20157
47161,"Stewart County","Tennessee",13715
47163,"Sullivan County","Tennessee",158348
47165,"Sumner County","Tennessee",191283
47167,"Tipton County","Tennessee",61599
47169,"Trousdale County","Tennessee",11284
47171,"Unicoi County","Tennessee",17883
47173,"Union County","Tennessee",19972
47175,"Van Buren County","Tennessee",5872
47177,"Warren County","Tennessee",41277
47179,"Washington County","Tennessee",129375
47181,"Wayne County","Tennessee",16673
47183,"Weakley County","Tennessee",33328
47185,"White County","Tennessee",27345
47187,"Williamson County","Tennessee",238412
47189,"Wilson County","Tennessee",144657
48000,"Texas","Texas",0
48001,"Anderson County","Texas",57735
48003,"Andrews County","Texas",18705
48005,"Angelina County","Texas",86715
48007,"Aransas County","Texas",23510
48009,"Archer County","Texas",8553
48011,"Armstrong County","Texas",1887
48013,"Atascosa County","Texas",51153
48015,"Austin County","Texas",30032
48017,"Bailey County","Texas",7000
48019,"Bandera County","Texas",23112
48021,"Bastrop County","Texas",88723
48023,"Baylor County","Texas",3509
48025,"Bee County","Texas",32565
48027,"Bell County","Texas",362924
48029,"Bexar County","Texas",2003554
48031,"Blanco County","Texas",11931
48033,"Borden County","Texas",654
48035,"Bosque County","Texas",18685
48037,"Bowie County","Texas",93245
48039,"Brazoria County","Texas",374264
48041,"Brazos County","Texas",229211
48043,"Brewster County","Texas",9203
48045,"Briscoe County","Texas",1546
48047,"Brooks County","Texas",7093
48049,"Brown County","Texas",37864
48051,"Burleson County","Texas",18443
48053,"Burnet County","Texas",48155
48055,"Caldwell County","Texas",43664
48057,"Calhoun County","Texas",21290
48059,"Callahan County","Texas",13943
48061,"Cameron County","Texas",423163
48063,"Camp County","Texas",13094
48065,"Carson County","Texas",5926
48067,"Cass County","Texas",30026
48069,"Castro County","Texas",7530
48071,"Chambers County","Texas",43837
48073,"Cherokee County","Texas",52646
48075,"Childress County","Texas",7306
48077,"Clay County","Texas",10471
48079,"Cochran County","Texas",2853
48081,"Coke County","Texas",3387
48083,"Coleman County","Texas",8175
48085,"Collin County","Texas",1034730
48087,"Collingsworth County","Texas",2920
48089,"Colorado County","Texas",21493
48091,"Comal County","Texas",156209
48093,"Comanche County","Texas",13635
48095,"Concho County","Texas",2726
48097,"Cooke County","Texas",41257
48099,"Coryell County","Texas",75951
48101,"Cottle County","Texas",1398
48103,"Crane County","Texas",4797
48105,"Crockett County","Texas",3464
48107,"Crosby County","Texas",5737
48109,"Culberson County","Texas",2171
48111,"Dallam County","Texas",7287
48113,"Dallas County","Texas",2635516
48115,"Dawson County","Texas",12728
48117,"Deaf Smith County","Texas",18546
48119,"Delta County","Texas",5331
48121,"Denton County","Texas",887207
48123,"DeWitt County","Texas",20160
48125,"Dickens County","Texas",2211
48127,"Dimmit County","Texas",10124
48129,"Donley County","Texas",3278
48131,"Duval County","Texas",11157
48133,"Eastland County","Texas",18360
48135,"Ector County","Texas",166223
48137,"Edwards County","Texas",1932
48139,"Ellis County","Texas",184826
48141,"El Paso County","Texas",839238
48143,"Erath County","Texas",42698
48145,"Falls County","Texas",17297
48147,"Fannin County","Texas",35514
48149,"Fayette County","Texas",25346
48151,"Fisher County","Texas",3830
48153,"Floyd County","Texas",5712
48155,"Foard County","Texas",1155
48157,"Fort Bend County","Texas",811688
48159,"Franklin County","Texas",10725
48161,"Freestone County","Texas",19717
48163,"Frio County","Texas",20306
48165,"Gaines County","Texas",21492
48167,"Galveston County","Texas",342139
48169,"Garza County","Texas",6229
48171,"Gillespie County","Texas",26988
48173,"Glasscock County","Texas",1409
48175,"Goliad County","Texas",7658
48177,"Gonzales County","Texas",20837
48179,"Gray County","Texas",21886
48181,"Grayson County","Texas",136212
48183,"Gregg County","Texas",123945
48185,"Grimes County","Texas",28880
48187,"Guadalupe County","Texas",166847
48189,"Hale County","Texas",33406
48191,"Hall County","Texas",2964
48193,"Hamilton County","Texas",8461
48195,"Hansford County","Texas",5399
48197,"Hardeman County","Texas",3933
48199,"Hardin County","Texas",57602
48201,"Harris County","Texas",4713325
48203,"Harrison County","Texas",66553
48205,"Hartley County","Texas",5576
48207,"Haskell County","Texas",5658
48209,"Hays County","Texas",230191
48211,"Hemphill County","Texas",3819
48213,"Henderson County","Texas",82737
48215,"Hidalgo County","Texas",868707
48217,"Hill County","Texas",36649
48219,"Hockley County","Texas",23021
48221,"Hood County","Texas",61643
48223,"Hopkins County","Texas",37084
48225,"Houston County","Texas",22968
48227,"Howard County","Texas",36664
48229,"Hudspeth County","Texas",4886
48231,"Hunt County","Texas",98594
48233,"Hutchinson County","Texas",20938
48235,"Irion County","Texas",1536
48237,"Jack County","Texas",8935
48239,"Jackson County","Texas",14760
48241,"Jasper County","Texas",35529
48243,"Jeff Davis County","Texas",2274
48245,"Jefferson County","Texas",251565
48247,"Jim Hogg County","Texas",5200
48249,"Jim Wells County","Texas",40482
48251,"Johnson County","Texas",175817
48253,"Jones County","Texas",20083
48255,"Karnes County","Texas",15601
48257,"Kaufman County","Texas",136154
48259,"Kendall County","Texas",47431
48261,"Kenedy County","Texas",404
48263,"Kent County","Texas",762
48265,"Kerr County","Texas",52600
48267,"Kimble County","Texas",4337
48269,"King County","Texas",272
48271,"Kinney County","Texas",3667
48273,"Kleberg County","Texas",30680
48275,"Knox County","Texas",3664
48277,"Lamar County","Texas",49859
48279,"Lamb County","Texas",12893
48281,"Lampasas County","Texas",21428
48283,"La Salle County","Texas",7520
48285,"Lavaca County","Texas",20154
48287,"Lee County","Texas",17239
48289,"Leon County","Texas",17404
48291,"Liberty County","Texas",88219
48293,"Limestone County","Texas",23437
48295,"Lipscomb County","Texas",3233
48297,"Live Oak County","Texas",12207
48299,"Llano County","Texas",21795
48301,"Loving County","Texas",169
48303,"Lubbock County","Texas",310569
48305,"Lynn County","Texas",5951
48307,"McCulloch County","Texas",7984
48309,"McLennan County","Texas",256623
48311,"McMullen County","Texas",743
48313,"Madison County","Texas",14284
48315,"Marion County","Texas",9854
48317,"Martin County","Texas",5771
48319,"Mason County","Texas",4274
48321,"Matagorda County","Texas",36643
48323,"Maverick County","Texas",58722
48325,"Medina County","Texas",51584
48327,"Menard County","Texas",2138
48329,"Midland County","Texas",176832
48331,"Milam County","Texas",24823
48333,"Mills County","Texas",4873
48335,"Mitchell County","Texas",8545
48337,"Montague County","Texas",19818
48339,"Montgomery County","Texas",607391
48341,"Moore County","Texas",20940
48343,"Morris County","Texas",12388
48345,"Motley County","Texas",1200
48347,"Nacogdoches County","Texas",65204
48349,"Navarro County","Texas",50113
48351,"Newton County","Texas",13595
48353,"Nolan County","Texas",14714
48355,"Nueces County","Texas",362294
48357,"Ochiltree County","Texas",9836
48359,"Oldham County","Texas",2112
48361,"Orange County","Texas",83396
48363,"Palo Pinto County","Texas",29189
48365,"Panola County","Texas",23194
48367,"Parker County","Texas",142878
48369,"Parmer County","Texas",9605
48371,"Pecos County","Texas",15823
48373,"Polk County","Texas",51353
48375,"Potter County","Texas",117415
48377,"Presidio County","Texas",6704
48379,"Rains County","Texas",12514
48381,"Randall County","Texas",137713
48383,"Reagan County","Texas",3849
48385,"Real County","Texas",3452
48387,"Red River County","Texas",12023
48389,"Reeves County","Texas",15976
48391,"Refugio County","Texas",6948
48393,"Roberts County","Texas",854
48395,"Robertson County","Texas",17074
48397,"Rockwall County","Texas",104915
48399,"Runnels County","Texas",10264
48401,"Rusk County","Texas",54406
48403,"Sabine County","Texas",10542
48405,"San Augustine County","Texas",8237
48407,"San Jacinto County","Texas",28859
48409,"San Patricio County","Texas",66730
48411,"San Saba County","Texas",6055
48413,"Schleicher County","Texas",2793
48415,"Scurry County","Texas",16703
48417,"Shackelford County","Texas",3265
48419,"Shelby County","Texas",25274
48421,"Sherman County","Texas",3022
48423,"Smith County","Texas",232751
48425,"Somervell County","Texas",9128
48427,"Starr County","Texas",64633
48429,"Stephens County","Texas",9366
48431,"Sterling County","Texas",1291
48433,"Stonewall County","Texas",1350
48435,"Sutton County","Texas",3776
48437,"Swisher County","Texas",7397
48439,"Tarrant County","Texas",2102515
48441,"Taylor County","Texas",138034
48443,"Terrell County","Texas",776
48445,"Terry County","Texas",12337
48447,"Throckmorton County","Texas",1501
48449,"Titus County","Texas",32750
48451,"Tom Green County","Texas",119200
48453,"Travis County","Texas",1273954
48455,"Trinity County","Texas",14651
48457,"Tyler County","Texas",21672
48459,"Upshur County","Texas",41753
48461,"Upton County","Texas",3657
48463,"Uvalde County","Texas",26741
48465,"Val Verde County","Texas",49025
48467,"Van Zandt County","Texas",56590
48469,"Victoria County","Texas",92084
48471,"Walker County","Texas",72971
48473,"Waller County","Texas",55246
48475,"Ward County","Texas",11998
48477,"Washington County","Texas",35882
48479,"Webb County","Texas",276652
48481,"Wharton County","Texas",41556
48483,"Wheeler County","Texas",5056
48485,"Wichita County","Texas",132230
48487,"Wilbarger County","Texas",12769
48489,"Willacy County","Texas",21358
48491,"Williamson County","Texas",590551
48493,"Wilson County","Texas",51070
48495,"Winkler County","Texas",8010
48497,"Wise County","Texas",69984
48499,"Wood County","Texas",45539
48501,"Yoakum County","Texas",8713
48503,"Young County","Texas",18010
48505,"Zapata County","Texas",14179
48507,"Zavala County","Texas",11840
49000,"Utah","Utah",0
49001,"Beaver County","Utah",6710
49003,"Box Elder County","Utah",56046
49005,"Cache County","Utah",128289
49007,"Carbon County","Utah",20463
49009,"Daggett County","Utah",950
49011,"Davis County","Utah",355481
49013,"Duchesne County","Utah",19938
49015,"Emery County","Utah",10012
49017,"Garfield County","Utah",5051
49019,"Grand County","Utah",9754
49021,"Iron County","Utah",54839
49023,"Juab County","Utah",12017
49025,"Kane County","Utah",7886
49027,"Millard County","Utah",13188
49029,"Morgan County","Utah",12124
49031,"Piute County","Utah",1479
49033,"Rich County","Utah",2483
49035,"Salt Lake County","Utah",1160437
49037,"San Juan County","Utah",15308
49039,"Sanpete County","Utah",30939
49041,"Sevier County","Utah",21620
49043,"Summit County","Utah",42145
49045,"Tooele County","Utah",72259
49047,"Uintah County","Utah",35734
49049,"Utah County","Utah",636235
49051,"Wasatch County","Utah",34091
49053,"Washington County","Utah",177556
49055,"Wayne County","Utah",2711
49057,"Weber County","Utah",260213
50000,"Vermont","Vermont",0
50001,"Addison County","Vermont",36777
50003,"Bennington County","Vermont",35470
50005,"Caledonia County","Vermont",29993
50007,"Chittenden County","Vermont",163774
50009,"Essex County","Vermont",6163
50011,"Franklin County","Vermont",49402
50013,"Grand Isle County","Vermont",7235
50015,"Lamoille County","Vermont",25362
50017,"Orange County","Vermont",28892
50019,"Orleans County","Vermont",27037
50021,"Rutland County","Vermont",58191
50023,"Washington County","Vermont",58409
50025,"Windham County","Vermont",42222
50027,"Windsor County","Vermont",55062
51000,"Virginia","Virginia",0
51001,"Accomack County","Virginia",32316
51003,"Albemarle County","Virginia",109330
51005,"Alleghany County","Virginia",14860
51007,"Amelia County","Virginia",13145
51009,"Amherst County","Virginia",31605
51011,"Appomattox County","Virginia",15911
51013,"Arlington County","Virginia",236842
51015,"Augusta County","Virginia",75558
51017,"Bath County","Virginia",4147
51019,"Bedford County","Virginia",78997
51021,"Bland County","Virginia",6280
51023,"Botetourt County","Virginia",33419
51025,"Brunswick County","Virginia",16231
51027,"Buchanan County","Virginia",21004
51029,"Buckingham County","Virginia",17148
51031,"Campbell County","Virginia",54885
51033,"Caroline County","Virginia",30725
51035,"Carroll County","Virginia",29791
51036,"Charles City County","Virginia",6963
51037,"Charlotte County","Virginia",11880
51041,"Chesterfield County","Virginia",352802
51043,"Clarke County","Virginia",14619
51045,"Craig County","Virginia",5131
51047,"Culpeper County","Virginia",52605
51049,"Cumberland County","Virginia",9932
51051,"Dickenson County","Virginia",14318
51053,"Dinwiddie County","Virginia",28544
51057,"Essex County","Virginia",10953
51059,"Fairfax County","Virginia",1147532
51061,"Fauquier County","Virginia",71222
51063,"Floyd County","Virginia",15749
51065,"Fluvanna County","Virginia",27270
51067,"Franklin County","Virginia",56042
51069,"Frederick County","Virginia",89313
51071,"Giles County","Virginia",16720
51073,"Gloucester County","Virginia",37348
51075,"Goochland County","Virginia",23753
51077,"Grayson County","Virginia",15550
51079,"Greene County","Virginia",19819
51081,"Greensville County","Virginia",11336
51083,"Halifax County","Virginia",33911
51085,"Hanover County","Virginia",107766
51087,"Henrico County","Virginia",330818
51089,"Henry County","Virginia",50557
51091,"Highland County","Virginia",2190
51093,"Isle of Wight County","Virginia",37109
51095,"James City County","Virginia",76523
51097,"King and Queen County","Virginia",7025
51099,"King George County","Virginia",26836
51101,"King William County","Virginia",17148
51103,"Lancaster County","Virginia",10603
51105,"Lee County","Virginia",23423
51107,"Loudoun County","Virginia",413538
51109,"Louisa County","Virginia",37591
51111,"Lunenburg County","Virginia",12196
51113,"Madison County","Virginia",13261
51115,"Mathews County","Virginia",8834
51117,"Mecklenburg County","Virginia",30587
51119,"Middlesex County","Virginia",10582
51121,"Montgomery County","Virginia",98535
51125,"Nelson County","Virginia",14930
51127,"New Kent County","Virginia",23091
51131,"Northampton County","Virginia",11710
51133,"Northumberland County","Virginia",12095
51135,"Nottoway County","Virginia",15232
51137,"Orange County","Virginia",37051
51139,"Page County","Virginia",23902
51141,"Patrick County","Virginia",17608
51143,"Pittsylvania County","Virginia",60354
51145,"Powhatan County","Virginia",29652
51147,"Prince Edward County","Virginia",22802
51149,"Prince George County","Virginia",38353
51153,"Prince William County","Virginia",470335
51155,"Pulaski County","Virginia",34027
51157,"Rappahannock County","Virginia",7370
51159,"Richmond County","Virginia",9023
51161,"Roanoke County","Virginia",94186
51163,"Rockbridge County","Virginia",22573
51165,"Rockingham County","Virginia",81948
51167,"Russell County","Virginia",26586
51169,"Scott County","Virginia",21566
51171,"Shenandoah County","Virginia",43616
51173,"Smyth County","Virginia",30104
51175,"Southampton County","Virginia",17631
51177,"Spotsylvania County","Virginia",136215
51179,"Stafford County","Virginia",152882
51181,"Surry County","Virginia",6422
51183,"Sussex County","Virginia",11159
51185,"Tazewell County","Virginia",40595
51187,"Warren County","Virginia",40164
51191,"Washington County","Virginia",53740
51193,"Westmoreland County","Virginia",18015
51195,"Wise County","Virginia",37383
51197,"Wythe County","Virginia",28684
51199,"York County","Virginia",68280
51510,"Alexandria city","Virginia",159428
51520,"Bristol city","Virginia",16762
51530,"Buena Vista city","Virginia",6478
51540,"Charlottesville city","Virginia",47266
51550,"Chesapeake city","Virginia",244835
51570,"Colonial Heights city","Virginia",17370
51580,"Covington city","Virginia",5538
51590,"Danville city","Virginia",40044
51595,"Emporia city","Virginia",5346
51600,"Fairfax city","Virginia",24019
51610,"Falls Church city","Virginia",14617
51620,"Franklin city","Virginia",7967
51630,"Fredericksburg city","Virginia",29036
51640,"Galax city","Virginia",6347
51650,"Hampton city","Virginia",134510
51660,"Harrisonburg city","Virginia",53016
51670,"Hopewell city","Virginia",22529
51678,"Lexington city","Virginia",7446
51680,"Lynchburg city","Virginia",82168
51683,"Manassas city","Virginia",41085
51685,"Manassas Park city","Virginia",17478
51690,"Martinsville city","Virginia",12554
51700,"Newport News city","Virginia",179225
51710,"Norfolk city","Virginia",242742
51720,"Norton city","Virginia",3981
51730,"Petersburg city","Virginia",31346
51735,"Poquoson city","Virginia",12271
51740,"Portsmouth city","Virginia",94398
51750,"Radford city","Virginia",18249
51760,"Richmond city","Virginia",230436
51770,"Roanoke city","Virginia",99143
51775,"Salem city","Virginia",25301
51790,"Staunton city","Virginia",24932
51800,"Suffolk city","Virginia",92108
51810,"Virginia Beach city","Virginia",449974
51820,"Waynesboro city","Virginia",22630
51830,"Williamsburg city","Virginia",14954
51840,"Winchester city","Virginia",28078
53000,"Washington","Washington",0
53001,"Adams County","Washington",19983
53003,"Asotin County","Washington",22582
53005,"Benton County","Washington",204390
53007,"Chelan County","Washington",77200
53009,"Clallam County","Washington",77331
53011,"Clark County","Washington",488241
53013,"Columbia County","Washington",3985
53015,"Cowlitz County","Washington",110593
53017,"Douglas County","Washington",43429
53019,"Ferry County","Washington",7627
53021,"Franklin County","Washington",95222
53023,"Garfield County","Washington",2225
53025,"Grant County","Washington",97733
53027,"Grays Harbor County","Washington",75061
53029,"Island County","Washington",85141
53031,"Jefferson County","Washington",32221
53033,"King County","Washington",2252782
53035,"Kitsap County","Washington",271473
53037,"Kittitas County","Washington",47935
53039,"Klickitat County","Washington",22425
53041,"Lewis County","Washington",80707
53043,"Lincoln County","Washington",10939
53045,"Mason County","Washington",66768
53047,"Okanogan County","Washington",42243
53049,"Pacific County","Washington",22471
53051,"Pend Oreille County","Washington",13724
53053,"Pierce County","Washington",904980
53055,"San Juan County","Washington",17582
53057,"Skagit County","Washington",129205
53059,"Skamania County","Washington",12083
53061,"Snohomish County","Washington",822083
53063,"Spokane County","Washington",522798
53065,"Stevens County","Washington",45723
53067,"Thurston County","Washington",290536
53069,"Wahkiakum County","Washington",4488
53071,"Walla Walla County","Washington",60760
53073,"Whatcom County","Washington",229247
53075,"Whitman County","Washington",50104
53077,"Yakima County","Washington",250873
54000,"West Virginia","West Virginia",0
54001,"Barbour County","West Virginia",16441
54003,"Berkeley County","West Virginia",119171
54005,"Boone County","West Virginia",21457
