"","County.Name","State","stateFIPS"
"1886","Jefferson County","NY",36
"1887","Kings County","NY",36
"1888","Lewis County","NY",36
"1889","Livingston County","NY",36
"1890","Madison County","NY",36
"1891","Monroe County","NY",36
"1892","Montgomery County","NY",36
"1893","Nassau County","NY",36
"1894","New York County","NY",36
"1895","Niagara County","NY",36
"1896","Oneida County","NY",36
"1897","Onondaga County","NY",36
"1898","Ontario County","NY",36
"1899","Orange County","NY",36
"1900","Orleans County","NY",36
"1901","Oswego County","NY",36
"1902","Otsego County","NY",36
"1903","Putnam County","NY",36
"1904","Queens County","NY",36
"1905","Rensselaer County","NY",36
"1906","Richmond County","NY",36
"1907","Rockland County","NY",36
"1908","St. Lawrence County","NY",36
"1909","Saratoga County","NY",36
"1910","Schenectady County","NY",36
"1911","Schoharie County","NY",36
"1912","Schuyler County","NY",36
"1913","Seneca County","NY",36
"1914","Steuben County","NY",36
"1915","Suffolk County","NY",36
"1916","Sullivan County","NY",36
"1917","Tioga County","NY",36
"1918","Tompkins County","NY",36
"1919","Ulster County","NY",36
"1920","Warren County","NY",36
"1921","Washington County","NY",36
"1922","Wayne County","NY",36
"1923","Westchester County","NY",36
"1924","Wyoming County","NY",36
"1925","Yates County","NY",36
"1926","Statewide Unallocated","NC",37
"1927","Alamance County","NC",37
"1928","Alexander County","NC",37
"1929","Alleghany County","NC",37
"1930","Anson County","NC",37
"1931","Ashe County","NC",37
"1932","Avery County","NC",37
"1933","Beaufort County","NC",37
"1934","Bertie County","NC",37
"1935","Bladen County","NC",37
"1936","Brunswick County","NC",37
"1937","Buncombe County","NC",37
"1938","Burke County","NC",37
"1939","Cabarrus County","NC",37
"1940","Caldwell County","NC",37
"1941","Camden County","NC",37
"1942","Carteret County","NC",37
"1943","Caswell County","NC",37
"1944","Catawba County","NC",37
"1945","Chatham County","NC",37
"1946","Cherokee County","NC",37
"1947","Chowan County","NC",37
"1948","Clay County","NC",37
"1949","Cleveland County","NC",37
"1950","Columbus County","NC",37
"1951","Craven County","NC",37
"1952","Cumberland County","NC",37
"1953","Currituck County","NC",37
"1954","Dare County","NC",37
"1955","Davidson County","NC",37
"1956","Davie County","NC",37
"1957","Duplin County","NC",37
"1958","Durham County","NC",37
"1959","Edgecombe County","NC",37
"1960","Forsyth County","NC",37
"1961","Franklin County","NC",37
"1962","Gaston County","NC",37
"1963","Gates County","NC",37
"1964","Graham County","NC",37
"1965","Granville County","NC",37
"1966","Greene County","NC",37
"1967","Guilford County","NC",37
"1968","Halifax County","NC",37
"1969","Harnett County","NC",37
"1970","Haywood County","NC",37
"1971","Henderson County","NC",37
"1972","Hertford County","NC",37
"1973","Hoke County","NC",37
"1974","Hyde County","NC",37
"1975","Iredell County","NC",37
"1976","Jackson County","NC",37
"1977","Johnston County","NC",37
"1978","Jones County","NC",37
"1979","Lee County","NC",37
"1980","Lenoir County","NC",37
"1981","Lincoln County","NC",37
"1982","McDowell County","NC",37
"1983","Macon County","NC",37
"1984","Madison County","NC",37
"1985","Martin County","NC",37
"1986","Mecklenburg County","NC",37
"1987","Mitchell County","NC",37
"1988","Montgomery County","NC",37
"1989","Moore County","NC",37
"1990","Nash County","NC",37
"1991","New Hanover County","NC",37
"1992","Northampton County","NC",37
"1993","Onslow County","NC",37
"1994","Orange County","NC",37
"1995","Pamlico County","NC",37
"1996","Pasquotank County","NC",37
"1997","Pender County","NC",37
"1998","Perquimans County","NC",37
"1999","Person County","NC",37
"2000","Pitt County","NC",37
"2001","Polk County","NC",37
"2002","Randolph County","NC",37
"2003","Richmond County","NC",37
"2004","Robeson County","NC",37
"2005","Rockingham County","NC",37
"2006","Rowan County","NC",37
"2007","Rutherford County","NC",37
"2008","Sampson County","NC",37
"2009","Scotland County","NC",37
"2010","Stanly County","NC",37
"2011","Stokes County","NC",37
"2012","Surry County","NC",37
"2013","Swain County","NC",37
"2014","Transylvania County","NC",37
"2015","Tyrrell County","NC",37
"2016","Union County","NC",37
"2017","Vance County","NC",37
"2018","Wake County","NC",37
"2019","Warren County","NC",37
"2020","Washington County","NC",37
"2021","Watauga County","NC",37
"2022","Wayne County","NC",37
"2023","Wilkes County","NC",37
"2024","Wilson County","NC",37
"2025","Yadkin County","NC",37
"2026","Yancey County","NC",37
"2027","Statewide Unallocated","ND",38
"2028","Adams County","ND",38
"2029","Barnes County","ND",38
"2030","Benson County","ND",38
"2031","Billings County","ND",38
"2032","Bottineau County","ND",38
"2033","Bowman County","ND",38
"2034","Burke County","ND",38
"2035","Burleigh County","ND",38
"2036","Cass County","ND",38
"2037","Cavalier County","ND",38
"2038","Dickey County","ND",38
"2039","Divide County","ND",38
"2040","Dunn County","ND",38
"2041","Eddy County","ND",38
"2042","Emmons County","ND",38
"2043","Foster County","ND",38
"2044","Golden Valley County","ND",38
"2045","Grand Forks County","ND",38
"2046","Grant County","ND",38
"2047","Griggs County","ND",38
"2048","Hettinger County","ND",38
"2049","Kidder County","ND",38
"2050","LaMoure County","ND",38
"2051","Logan County","ND",38
"2052","McHenry County","ND",38
"2053","McIntosh County","ND",38
"2054","McKenzie County","ND",38
"2055","McLean County","ND",38
"2056","Mercer County","ND",38
"2057","Morton County","ND",38
"2058","Mountrail County","ND",38
"2059","Nelson County","ND",38
"2060","Oliver County","ND",38
"2061","Pembina County","ND",38
"2062","Pierce County","ND",38
"2063","Ramsey County","ND",38
"2064","Ransom County","ND",38
"2065","Renville County","ND",38
"2066","Richland County","ND",38
"2067","Rolette County","ND",38
"2068","Sargent County","ND",38
"2069","Sheridan County","ND",38
"2070","Sioux County","ND",38
"2071","Slope County","ND",38
"2072","Stark County","ND",38
"2073","Steele County","ND",38
"2074","Stutsman County","ND",38
"2075","Towner County","ND",38
"2076","Traill County","ND",38
"2077","Walsh County","ND",38
"2078","Ward County","ND",38
"2079","Wells County","ND",38
"2080","Williams County","ND",38
"2081","Statewide Unallocated","OH",39
"2082","Adams County","OH",39
"2083","Allen County","OH",39
"2084","Ashland County","OH",39
"2085","Ashtabula County","OH",39
"2086","Athens County","OH",39
"2087","Auglaize County","OH",39
"2088","Belmont County","OH",39
"2089","Brown County","OH",39
"2090","Butler County","OH",39
"2091","Carroll County","OH",39
"2092","Champaign County","OH",39
"2093","Clark County","OH",39
"2094","Clermont County","OH",39
"2095","Clinton County","OH",39
"2096","Columbiana County","OH",39
"2097","Coshocton County","OH",39
"2098","Crawford County","OH",39
"2099","Cuyahoga County","OH",39
"2100","Darke County","OH",39
"2101","Defiance County","OH",39
"2102","Delaware County","OH",39
"2103","Erie County","OH",39
"2104","Fairfield County","OH",39
"2105","Fayette County","OH",39
"2106","Franklin County","OH",39
"2107","Fulton County","OH",39
"2108","Gallia County","OH",39
"2109","Geauga County","OH",39
"2110","Greene County","OH",39
"2111","Guernsey County","OH",39
"2112","Hamilton County","OH",39
"2113","Hancock County","OH",39
"2114","Hardin County","OH",39
"2115","Harrison County","OH",39
"2116","Henry County","OH",39
"2117","Highland County","OH",39
"2118","Hocking County","OH",39
"2119","Holmes County","OH",39
"2120","Huron County","OH",39
"2121","Jackson County","OH",39
"2122","Jefferson County","OH",39
"2123","Knox County","OH",39
"2124","Lake County","OH",39
"2125","Lawrence County","OH",39
"2126","Licking County","OH",39
"2127","Logan County","OH",39
"2128","Lorain County","OH",39
"2129","Lucas County","OH",39
"2130","Madison County","OH",39
"2131","Mahoning County","OH",39
"2132","Marion County","OH",39
"2133","Medina County","OH",39
"2134","Meigs County","OH",39
"2135","Mercer County","OH",39
"2136","Miami County","OH",39
"2137","Monroe County","OH",39
"2138","Montgomery County","OH",39
"2139","Morgan County","OH",39
"2140","Morrow County","OH",39
"2141","Muskingum County","OH",39
"2142","Noble County","OH",39
"2143","Ottawa County","OH",39
"2144","Paulding County","OH",39
"2145","Perry County","OH",39
"2146","Pickaway County","OH",39
"2147","Pike County","OH",39
"2148","Portage County","OH",39
"2149","Preble County","OH",39
"2150","Putnam County","OH",39
"2151","Richland County","OH",39
"2152","Ross County","OH",39
"2153","Sandusky County","OH",39
"2154","Scioto County","OH",39
"2155","Seneca County","OH",39
"2156","Shelby County","OH",39
"2157","Stark County","OH",39
"2158","Summit County","OH",39
"2159","Trumbull County","OH",39
"2160","Tuscarawas County","OH",39
"2161","Union County","OH",39
"2162","Van Wert County","OH",39
"2163","Vinton County","OH",39
"2164","Warren County","OH",39
"2165","Washington County","OH",39
"2166","Wayne County","OH",39
"2167","Williams County","OH",39
"2168","Wood County","OH",39
"2169","Wyandot County","OH",39
"2170","Statewide Unallocated","OK",40
"2171","Adair County","OK",40
"2172","Alfalfa County","OK",40
"2173","Atoka County","OK",40
"2174","Beaver County","OK",40
"2175","Beckham County","OK",40
"2176","Blaine County","OK",40
"2177","Bryan County","OK",40
"2178","Caddo County","OK",40
"2179","Canadian County","OK",40
"2180","Carter County","OK",40
"2181","Cherokee County","OK",40
"2182","Choctaw County","OK",40
"2183","Cimarron County","OK",40
"2184","Cleveland County","OK",40
"2185","Coal County","OK",40
"2186","Comanche County","OK",40
"2187","Cotton County","OK",40
"2188","Craig County","OK",40
"2189","Creek County","OK",40
"2190","Custer County","OK",40
"2191","Delaware County","OK",40
"2192","Dewey County","OK",40
"2193","Ellis County","OK",40
"2194","Garfield County","OK",40
"2195","Garvin County","OK",40
"2196","Grady County","OK",40
"2197","Grant County","OK",40
"2198","Greer County","OK",40
"2199","Harmon County","OK",40
"2200","Harper County","OK",40
"2201","Haskell County","OK",40
"2202","Hughes County","OK",40
"2203","Jackson County","OK",40
"2204","Jefferson County","OK",40
"2205","Johnston County","OK",40
"2206","Kay County","OK",40
"2207","Kingfisher County","OK",40
"2208","Kiowa County","OK",40
"2209","Latimer County","OK",40
"2210","Le Flore County","OK",40
"2211","Lincoln County","OK",40
"2212","Logan County","OK",40
"2213","Love County","OK",40
"2214","McClain County","OK",40
"2215","McCurtain County","OK",40
"2216","McIntosh County","OK",40
"2217","Major County","OK",40
"2218","Marshall County","OK",40
"2219","Mayes County","OK",40
"2220","Murray County","OK",40
"2221","Muskogee County","OK",40
"2222","Noble County","OK",40
"2223","Nowata County","OK",40
"2224","Okfuskee County","OK",40
"2225","Oklahoma County","OK",40
"2226","Okmulgee County","OK",40
"2227","Osage County","OK",40
"2228","Ottawa County","OK",40
"2229","Pawnee County","OK",40
"2230","Payne County","OK",40
"2231","Pittsburg County","OK",40
"2232","Pontotoc County","OK",40
"2233","Pottawatomie County","OK",40
"2234","Pushmataha County","OK",40
"2235","Roger Mills County","OK",40
"2236","Rogers County","OK",40
"2237","Seminole County","OK",40
"2238","Sequoyah County","OK",40
"2239","Stephens County","OK",40
"2240","Texas County","OK",40
"2241","Tillman County","OK",40
"2242","Tulsa County","OK",40
"2243","Wagoner County","OK",40
"2244","Washington County","OK",40
"2245","Washita County","OK",40
"2246","Woods County","OK",40
"2247","Woodward County","OK",40
"2248","Statewide Unallocated","OR",41
"2249","Baker County","OR",41
"2250","Benton County","OR",41
"2251","Clackamas County","OR",41
"2252","Clatsop County","OR",41
"2253","Columbia County","OR",41
"2254","Coos County","OR",41
"2255","Crook County","OR",41
"2256","Curry County","OR",41
"2257","Deschutes County","OR",41
"2258","Douglas County","OR",41
"2259","Gilliam County","OR",41
"2260","Grant County","OR",41
"2261","Harney County","OR",41
"2262","Hood River County","OR",41
"2263","Jackson County","OR",41
"2264","Jefferson County","OR",41
"2265","Josephine County","OR",41
"2266","Klamath County","OR",41
"2267","Lake County","OR",41
"2268","Lane County","OR",41
"2269","Lincoln County","OR",41
"2270","Linn County","OR",41
"2271","Malheur County","OR",41
"2272","Marion County","OR",41
"2273","Morrow County","OR",41
"2274","Multnomah County","OR",41
"2275","Polk County","OR",41
"2276","Sherman County","OR",41
"2277","Tillamook County","OR",41
"2278","Umatilla County","OR",41
"2279","Union County","OR",41
"2280","Wallowa County","OR",41
"2281","Wasco County","OR",41
"2282","Washington County","OR",41
"2283","Wheeler County","OR",41
"2284","Yamhill County","OR",41
"2285","Statewide Unallocated","PA",42
"2286","Adams County","PA",42
"2287","Allegheny County","PA",42
"2288","Armstrong County","PA",42
"2289","Beaver County","PA",42
"2290","Bedford County","PA",42
"2291","Berks County","PA",42
"2292","Blair County","PA",42
"2293","Bradford County","PA",42
"2294","Bucks County","PA",42
"2295","Butler County","PA",42
"2296","Cambria County","PA",42
"2297","Cameron County","PA",42
"2298","Carbon County","PA",42
"2299","Centre County","PA",42
"2300","Chester County","PA",42
"2301","Clarion County","PA",42
"2302","Clearfield County","PA",42
"2303","Clinton County","PA",42
"2304","Columbia County","PA",42
"2305","Crawford County","PA",42
"2306","Cumberland County","PA",42
"2307","Dauphin County","PA",42
"2308","Delaware County","PA",42
"2309","Elk County","PA",42
"2310","Erie County","PA",42
"2311","Fayette County","PA",42
"2312","Forest County","PA",42
"2313","Franklin County","PA",42
"2314","Fulton County","PA",42
"2315","Greene County","PA",42
"2316","Huntingdon County","PA",42
"2317","Indiana County","PA",42
"2318","Jefferson County","PA",42
"2319","Juniata County","PA",42
"2320","Lackawanna County","PA",42
"2321","Lancaster County","PA",42
"2322","Lawrence County","PA",42
"2323","Lebanon County","PA",42
"2324","Lehigh County","PA",42
"2325","Luzerne County","PA",42
"2326","Lycoming County","PA",42
"2327","McKean County","PA",42
"2328","Mercer County","PA",42
"2329","Mifflin County","PA",42
"2330","Monroe County","PA",42
"2331","Montgomery County","PA",42
"2332","Montour County","PA",42
"2333","Northampton County","PA",42
"2334","Northumberland County","PA",42
"2335","Perry County","PA",42
"2336","Philadelphia County","PA",42
"2337","Pike County","PA",42
"2338","Potter County","PA",42
"2339","Schuylkill County","PA",42
"2340","Snyder County","PA",42
"2341","Somerset County","PA",42
"2342","Sullivan County","PA",42
"2343","Susquehanna County","PA",42
"2344","Tioga County","PA",42
"2345","Union County","PA",42
"2346","Venango County","PA",42
"2347","Warren County","PA",42
"2348","Washington County","PA",42
"2349","Wayne County","PA",42
"2350","Westmoreland County","PA",42
"2351","Wyoming County","PA",42
"2352","York County","PA",42
"2353","Statewide Unallocated","RI",44
"2354","Bristol County","RI",44
"2355","Kent County","RI",44
"2356","Newport County","RI",44
"2357","Providence County","RI",44
"2358","Washington County","RI",44
"2359","Statewide Unallocated","SC",45
"2360","Abbeville County","SC",45
"2361","Aiken County","SC",45
"2362","Allendale County","SC",45
"2363","Anderson County","SC",45
"2364","Bamberg County","SC",45
"2365","Barnwell County","SC",45
"2366","Beaufort County","SC",45
"2367","Berkeley County","SC",45
"2368","Calhoun County","SC",45
"2369","Charleston County","SC",45
"2370","Cherokee County","SC",45
"2371","Chester County","SC",45
"2372","Chesterfield County","SC",45
"2373","Clarendon County","SC",45
"2374","Colleton County","SC",45
"2375","Darlington County","SC",45
"2376","Dillon County","SC",45
"2377","Dorchester County","SC",45
"2378","Edgefield County","SC",45
"2379","Fairfield County","SC",45
"2380","Florence County","SC",45
"2381","Georgetown County","SC",45
"2382","Greenville County","SC",45
"2383","Greenwood County","SC",45
"2384","Hampton County","SC",45
"2385","Horry County","SC",45
"2386","Jasper County","SC",45
"2387","Kershaw County","SC",45
"2388","Lancaster County","SC",45
"2389","Laurens County","SC",45
"2390","Lee County","SC",45
"2391","Lexington County","SC",45
"2392","McCormick County","SC",45
"2393","Marion County","SC",45
"2394","Marlboro County","SC",45
"2395","Newberry County","SC",45
"2396","Oconee County","SC",45
"2397","Orangeburg County","SC",45
"2398","Pickens County","SC",45
"2399","Richland County","SC",45
"2400","Saluda County","SC",45
"2401","Spartanburg County","SC",45
"2402","Sumter County","SC",45
"2403","Union County","SC",45
"2404","Williamsburg County","SC",45
"2405","York County","SC",45
"2406","Statewide Unallocated","SD",46
"2407","Aurora County","SD",46
"2408","Beadle County","SD",46
"2409","Bennett County","SD",46
"2410","Bon Homme County","SD",46
"2411","Brookings County","SD",46
"2412","Brown County","SD",46
"2413","Brule County","SD",46
"2414","Buffalo County","SD",46
"2415","Butte County","SD",46
"2416","Campbell County","SD",46
"2417","Charles Mix County","SD",46
"2418","Clark County","SD",46
"2419","Clay County","SD",46
"2420","Codington County","SD",46
"2421","Corson County","SD",46
"2422","Custer County","SD",46
"2423","Davison County","SD",46
"2424","Day County","SD",46
"2425","Deuel County","SD",46
"2426","Dewey County","SD",46
"2427","Douglas County","SD",46
"2428","Edmunds County","SD",46
"2429","Fall River County","SD",46
"2430","Faulk County","SD",46
"2431","Grant County","SD",46
"2432","Gregory County","SD",46
"2433","Haakon County","SD",46
"2434","Hamlin County","SD",46
"2435","Hand County","SD",46
"2436","Hanson County","SD",46
"2437","Harding County","SD",46
"2438","Hughes County","SD",46
"2439","Hutchinson County","SD",46
"2440","Hyde County","SD",46
"2441","Jackson County","SD",46
"2442","Jerauld County","SD",46
"2443","Jones County","SD",46
"2444","Kingsbury County","SD",46
"2445","Lake County","SD",46
"2446","Lawrence County","SD",46
"2447","Lincoln County","SD",46
"2448","Lyman County","SD",46
"2449","McCook County","SD",46
"2450","McPherson County","SD",46
"2451","Marshall County","SD",46
"2452","Meade County","SD",46
"2453","Mellette County","SD",46
"2454","Miner County","SD",46
"2455","Minnehaha County","SD",46
"2456","Moody County","SD",46
"2457","Oglala Lakota County","SD",46
"2458","Pennington County","SD",46
"2459","Perkins County","SD",46
"2460","Potter County","SD",46
"2461","Roberts County","SD",46
"2462","Sanborn County","SD",46
"2463","Spink County","SD",46
"2464","Stanley County","SD",46
"2465","Sully County","SD",46
"2466","Todd County","SD",46
"2467","Tripp County","SD",46
"2468","Turner County","SD",46
"2469","Union County","SD",46
"2470","Walworth County","SD",46
"2471","Yankton County","SD",46
"2472","Ziebach County","SD",46
"2473","Statewide Unallocated","TN",47
"2474","Anderson County","TN",47
"2475","Bedford County","TN",47
"2476","Benton County","TN",47
"2477","Bledsoe County","TN",47
"2478","Blount County","TN",47
"2479","Bradley County","TN",47
"2480","Campbell County","TN",47
"2481","Cannon County","TN",47
"2482","Carroll County","TN",47
"2483","Carter County","TN",47
"2484","Cheatham County","TN",47
"2485","Chester County","TN",47
"2486","Claiborne County","TN",47
"2487","Clay County","TN",47
"2488","Cocke County","TN",47
"2489","Coffee County","TN",47
"2490","Crockett County","TN",47
"2491","Cumberland County","TN",47
"2492","Davidson County","TN",47
"2493","Decatur County","TN",47
"2494","DeKalb County","TN",47
"2495","Dickson County","TN",47
"2496","Dyer County","TN",47
"2497","Fayette County","TN",47
"2498","Fentress County","TN",47
"2499","Franklin County","TN",47
"2500","Gibson County","TN",47
"2501","Giles County","TN",47
"2502","Grainger County","TN",47
"2503","Greene County","TN",47
"2504","Grundy County","TN",47
"2505","Hamblen County","TN",47
"2506","Hamilton County","TN",47
"2507","Hancock County","TN",47
"2508","Hardeman County","TN",47
"2509","Hardin County","TN",47
"2510","Hawkins County","TN",47
"2511","Haywood County","TN",47
"2512","Henderson County","TN",47
"2513","Henry County","TN",47
"2514","Hickman County","TN",47
"2515","Houston County","TN",47
"2516","Humphreys County","TN",47
"2517","Jackson County","TN",47
"2518","Jefferson County","TN",47
"2519","Johnson County","TN",47
"2520","Knox County","TN",47
"2521","Lake County","TN",47
"2522","Lauderdale County","TN",47
"2523","Lawrence County","TN",47
"2524","Lewis County","TN",47
"2525","Lincoln County","TN",47
"2526","Loudon County","TN",47
"2527","McMinn County","TN",47
"2528","McNairy County","TN",47
"2529","Macon County","TN",47
"2530","Madison County","TN",47
"2531","Marion County","TN",47
"2532","Marshall County","TN",47
"2533","Maury County","TN",47
"2534","Meigs County","TN",47
"2535","Monroe County","TN",47
"2536","Montgomery County","TN",47
"2537","Moore County","TN",47
"2538","Morgan County","TN",47
"2539","Obion County","TN",47
"2540","Overton County","TN",47
"2541","Perry County","TN",47
"2542","Pickett County","TN",47
"2543","Polk County","TN",47
"2544","Putnam County","TN",47
"2545","Rhea County","TN",47
"2546","Roane County","TN",47
"2547","Robertson County","TN",47
"2548","Rutherford County","TN",47
"2549","Scott County","TN",47
"2550","Sequatchie County","TN",47
"2551","Sevier County","TN",47
"2552","Shelby County","TN",47
"2553","Smith County","TN",47
"2554","Stewart County","TN",47
"2555","Sullivan County","TN",47
"2556","Sumner County","TN",47
"2557","Tipton County","TN",47
"2558","Trousdale County","TN",47
"2559","Unicoi County","TN",47
"2560","Union County","TN",47
"2561","Van Buren County","TN",47
"2562","Warren County","TN",47
"2563","Washington County","TN",47
"2564","Wayne County","TN",47
"2565","Weakley County","TN",47
"2566","White County","TN",47
"2567","Williamson County","TN",47
"2568","Wilson County","TN",47
"2569","Statewide Unallocated","TX",48
"2570","Anderson County","TX",48
"2571","Andrews County","TX",48
"2572","Angelina County","TX",48
"2573","Aransas County","TX",48
"2574","Archer County","TX",48
"2575","Armstrong County","TX",48
"2576","Atascosa County","TX",48
"2577","Austin County","TX",48
"2578","Bailey County","TX",48
"2579","Bandera County","TX",48
"2580","Bastrop County","TX",48
"2581","Baylor County","TX",48
"2582","Bee County","TX",48
"2583","Bell County","TX",48
"2584","Bexar County","TX",48
"2585","Blanco County","TX",48
"2586","Borden County","TX",48
"2587","Bosque County","TX",48
"2588","Bowie County","TX",48
"2589","Brazoria County","TX",48
"2590","Brazos County","TX",48
"2591","Brewster County","TX",48
"2592","Briscoe County","TX",48
"2593","Brooks County","TX",48
"2594","Brown County","TX",48
"2595","Burleson County","TX",48
"2596","Burnet County","TX",48
"2597","Caldwell County","TX",48
"2598","Calhoun County","TX",48
"2599","Callahan County","TX",48
"2600","Cameron County","TX",48
"2601","Camp County","TX",48
"2602","Carson County","TX",48
"2603","Cass County","TX",48
"2604","Castro County","TX",48
"2605","Chambers County","TX",48
"2606","Cherokee County","TX",48
"2607","Childress County","TX",48
"2608","Clay County","TX",48
"2609","Cochran County","TX",48
"2610","Coke County","TX",48
"2611","Coleman County","TX",48
"2612","Collin County","TX",48
"2613","Collingsworth County","TX",48
"2614","Colorado County","TX",48
"2615","Comal County","TX",48
"2616","Comanche County","TX",48
"2617","Concho County","TX",48
"2618","Cooke County","TX",48
"2619","Coryell County","TX",48
"2620","Cottle County","TX",48
"2621","Crane County","TX",48
"2622","Crockett County","TX",48
"2623","Crosby County","TX",48
"2624","Culberson County","TX",48
"2625","Dallam County","TX",48
"2626","Dallas County","TX",48
"2627","Dawson County","TX",48
"2628","Deaf Smith County","TX",48
"2629","Delta County","TX",48
"2630","Denton County","TX",48
"2631","DeWitt County","TX",48
"2632","Dickens County","TX",48
"2633","Dimmit County","TX",48
"2634","Donley County","TX",48
"2635","Duval County","TX",48
"2636","Eastland County","TX",48
"2637","Ector County","TX",48
"2638","Edwards County","TX",48
"2639","Ellis County","TX",48
"2640","El Paso County","TX",48
"2641","Erath County","TX",48
"2642","Falls County","TX",48
"2643","Fannin County","TX",48
"2644","Fayette County","TX",48
"2645","Fisher County","TX",48
"2646","Floyd County","TX",48
"2647","Foard County","TX",48
"2648","Fort Bend County","TX",48
"2649","Franklin County","TX",48
"2650","Freestone County","TX",48
"2651","Frio County","TX",48
"2652","Gaines County","TX",48
"2653","Galveston County","TX",48
"2654","Garza County","TX",48
"2655","Gillespie County","TX",48
"2656","Glasscock County","TX",48
"2657","Goliad County","TX",48
"2658","Gonzales County","TX",48
"2659","Gray County","TX",48
"2660","Grayson County","TX",48
"2661","Gregg County","TX",48
"2662","Grimes County","TX",48
"2663","Guadalupe County","TX",48
"2664","Hale County","TX",48
"2665","Hall County","TX",48
"2666","Hamilton County","TX",48
"2667","Hansford County","TX",48
"2668","Hardeman County","TX",48
"2669","Hardin County","TX",48
"2670","Harris County","TX",48
"2671","Harrison County","TX",48
"2672","Hartley County","TX",48
"2673","Haskell County","TX",48
"2674","Hays County","TX",48
"2675","Hemphill County","TX",48
"2676","Henderson County","TX",48
"2677","Hidalgo County","TX",48
"2678","Hill County","TX",48
"2679","Hockley County","TX",48
"2680","Hood County","TX",48
"2681","Hopkins County","TX",48
"2682","Houston County","TX",48
"2683","Howard County","TX",48
"2684","Hudspeth County","TX",48
"2685","Hunt County","TX",48
"2686","Hutchinson County","TX",48
"2687","Irion County","TX",48
"2688","Jack County","TX",48
"2689","Jackson County","TX",48
"2690","Jasper County","TX",48
"2691","Jeff Davis County","TX",48
"2692","Jefferson County","TX",48
"2693","Jim Hogg County","TX",48
"2694","Jim Wells County","TX",48
"2695","Johnson County","TX",48
"2696","Jones County","TX",48
"2697","Karnes County","TX",48
"2698","Kaufman County","TX",48
"2699","Kendall County","TX",48
"2700","Kenedy County","TX",48
"2701","Kent County","TX",48
"2702","Kerr County","TX",48
"2703","Kimble County","TX",48
"2704","King County","TX",48
"2705","Kinney County","TX",48
"2706","Kleberg County","TX",48
"2707","Knox County","TX",48
"2708","Lamar County","TX",48
"2709","Lamb County","TX",48
"2710","Lampasas County","TX",48
"2711","La Salle County","TX",48
"2712","Lavaca County","TX",48
"2713","Lee County","TX",48
"2714","Leon County","TX",48
"2715","Liberty County","TX",48
"2716","Limestone County","TX",48
"2717","Lipscomb County","TX",48
"2718","Live Oak County","TX",48
"2719","Llano County","TX",48
"2720","Loving County","TX",48
"2721","Lubbock County","TX",48
"2722","Lynn County","TX",48
"2723","McCulloch County","TX",48
"2724","McLennan County","TX",48
"2725","McMullen County","TX",48
"2726","Madison County","TX",48
"2727","Marion County","TX",48
"2728","Martin County","TX",48
"2729","Mason County","TX",48
"2730","Matagorda County","TX",48
"2731","Maverick County","TX",48
"2732","Medina County","TX",48
"2733","Menard County","TX",48
"2734","Midland County","TX",48
"2735","Milam County","TX",48
"2736","Mills County","TX",48
"2737","Mitchell County","TX",48
"2738","Montague County","TX",48
"2739","Montgomery County","TX",48
"2740","Moore County","TX",48
"2741","Morris County","TX",48
"2742","Motley County","TX",48
"2743","Nacogdoches County","TX",48
"2744","Navarro County","TX",48
"2745","Newton County","TX",48
"2746","Nolan County","TX",48
"2747","Nueces County","TX",48
"2748","Ochiltree County","TX",48
"2749","Oldham County","TX",48
"2750","Orange County","TX",48
"2751","Palo Pinto County","TX",48
"2752","Panola County","TX",48
"2753","Parker County","TX",48
"2754","Parmer County","TX",48
"2755","Pecos County","TX",48
"2756","Polk County","TX",48
"2757","Potter County","TX",48
"2758","Presidio County","TX",48
"2759","Rains County","TX",48
"2760","Randall County","TX",48
"2761","Reagan County","TX",48
"2762","Real County","TX",48
"2763","Red River County","TX",48
"2764","Reeves County","TX",48
"2765","Refugio County","TX",48
"2766","Roberts County","TX",48
"2767","Robertson County","TX",48
"2768","Rockwall County","TX",48
"2769","Runnels County","TX",48
"2770","Rusk County","TX",48
"2771","Sabine County","TX",48
"2772","San Augustine County","TX",48
"2773","San Jacinto County","TX",48
"2774","San Patricio County","TX",48
"2775","San Saba County","TX",48
"2776","Schleicher County","TX",48
"2777","Scurry County","TX",48
"2778","Shackelford County","TX",48
"2779","Shelby County","TX",48
"2780","Sherman County","TX",48
"2781","Smith County","TX",48
"2782","Somervell County","TX",48
"2783","Starr County","TX",48
"2784","Stephens County","TX",48
"2785","Sterling County","TX",48
"2786","Stonewall County","TX",48
"2787","Sutton County","TX",48
"2788","Swisher County","TX",48
"2789","Tarrant County","TX",48
"2790","Taylor County","TX",48
"2791","Terrell County","TX",48
"2792","Terry County","TX",48
"2793","Throckmorton County","TX",48
"2794","Titus County","TX",48
"2795","Tom Green County","TX",48
"2796","Travis County","TX",48
"2797","Trinity County","TX",48
"2798","Tyler County","TX",48
"2799","Upshur County","TX",48
"2800","Upton County","TX",48
"2801","Uvalde County","TX",48
"2802","Val Verde County","TX",48
"2803","Van Zandt County","TX",48
"2804","Victoria County","TX",48
"2805","Walker County","TX",48
"2806","Waller County","TX",48
"2807","Ward County","TX",48
"2808","Washington County","TX",48
"2809","Webb County","TX",48
"2810","Wharton County","TX",48
"2811","Wheeler County","TX",48
"2812","Wichita County","TX",48
"2813","Wilbarger County","TX",48
"2814","Willacy County","TX",48
